invoice_code,invoice_number,invoice_date,customer_name,customer_email,customer_address,customer_city,customer_state,customer_postal_code,customer_country,payment_method,payment_due_date,subtotal,tax_rate,tax_amount,discount_rate,discount_amount,total,notes,status,created_by,created_at,updated_by,updated_at,due_date,paid_date,currency,exchange_rate,payment_reference,shipping_address,shipping_city,shipping_state,shipping_postal_code,shipping_country
Z2*,1593,10/14/2022,Pascale McFadyen,aleblanc18@accuweather.com,41257 Dawn Trail,Nuku‘alofa,,,Tonga,debit card,11/19/2022,6315.05,0.09,568.3545,0.4,2526.02,4357.3845,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,sent,Franz Bugge,4/30/2022,Alano Leblanc,12/21/2022,11/1/2022,5/15/2022,TOP,1.9061,payment ID,61 Blackbird Trail,Krajan,,,Indonesia
I_*,2987,3/23/2022,Blakeley Janusik,hvan19@wikipedia.org,59095 Grayhawk Plaza,Mehendiganj,,6431,Bangladesh,credit card,7/27/2022,8489.54,0.05,424.477,0.17,1443.2218,7470.7952,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",sent,Miriam Wiltshaw,4/10/2022,Hew Van Ross,10/1/2022,6/21/2022,11/17/2022,BDT,2.8717,payment ID,6938 Mcguire Court,Kwaluseni,,,Swaziland
r6*,6894,1/4/2022,Kenneth Fetherby,mshatliff1a@nationalgeographic.com,27 Algoma Alley,Santa Clara La Laguna,,07007,Guatemala,debit card,8/26/2022,6952.2,0.05,347.61,0.03,208.566,7091.244,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",overdue,Bebe Spataro,3/10/2022,Miner Shatliff,11/18/2022,10/26/2022,5/27/2022,GTQ,8.2448,payment ID,74 Chinook Plaza,Kara Suu,,,Kyrgyzstan
ur*,3261,6/8/2022,Haskel Offin,bbyrne1b@weebly.com,721 Buhler Court,Jaboatão,,64795-000,Brazil,debit card,5/17/2022,4854.52,0.05,242.726,0.11,533.9972,4563.2488,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,sent,Ruddie Zavattiero,10/19/2022,Baxter Byrne,10/8/2022,3/2/2022,6/21/2022,BRL,0.0604,transaction ID,8950 Maple Court,Huaidao,,,China
mb*,6468,11/10/2022,Randi Klosterman,sharcase1c@ebay.com,7388 Melody Drive,Jiangkou,,,China,credit card,6/17/2022,2477.58,0.19,470.7402,0.06,148.6548,2799.6654,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",overdue,Lethia Halksworth,10/9/2022,Sean Harcase,3/18/2022,10/10/2022,7/2/2022,CNY,6.329,reference number,117 Jenifer Center,Paseka,,783 97,Czech Republic
k_*,2556,3/6/2022,Rosana Sitlinton,cdisley1d@narod.ru,9676 Monterey Terrace,Bayt Sīrā,,,Palestinian Territory,debit card,7/21/2022,4410.72,0.08,352.8576,0.31,1367.3232,3396.2544,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",sent,Bogey Startin,10/29/2022,Catharina Disley,6/5/2022,1/22/2022,5/31/2022,ILS,7.1458,payment ID,37 Corben Road,Onega,,164896,Russia
Y_*,8665,3/17/2022,Merlina Duerdin,hjeschner1e@rambler.ru,95 Atwood Drive,Yingdianjie,,,China,PayPal,11/8/2022,671.86,0.2,134.372,0.27,181.4022,624.8298,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",overdue,Chadd Hancox,11/11/2022,Haze Jeschner,1/2/2022,11/9/2022,4/19/2022,CNY,6.5837,transaction ID,48093 Meadow Ridge Hill,Caimitillo,,,Panama
E_*,8500,4/14/2022,Selinda Scardafield,aivashnikov1f@rambler.ru,5673 Chive Place,Tijucas,,88200-000,Brazil,PayPal,9/3/2022,257.14,0.12,30.8568,0.28,71.9992,215.9976,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",overdue,Michele Tilbrook,10/31/2022,Allin Ivashnikov,6/24/2022,4/3/2022,9/23/2022,BRL,3.8776,reference number,49554 Hayes Trail,Banī Zayd,,,Palestinian Territory
Eu*,4171,2/19/2022,Jaime Oultram,cdenerley1g@last.fm,1 Mccormick Alley,Selydove,,,Ukraine,credit card,5/12/2022,9071.09,0.19,1723.5071,0.05,453.5545,10341.0426,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",draft,Alma Cappineer,1/12/2022,Chrissie Denerley,1/26/2022,6/20/2022,3/11/2022,UAH,7.8874,payment ID,43485 Glacier Hill Point,Dayr Sharaf,,,Palestinian Territory
A3*,4839,10/23/2022,Anatole Pettegree,msymondson1h@github.com,3160 Toban Lane,Stegna,,82-103,Poland,debit card,11/21/2022,4732.55,0.16,757.208,0.32,1514.416,3975.342,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,draft,Kimberley Hellwig,5/10/2022,Mirna Symondson,2/2/2022,2/19/2022,2/4/2022,PLN,8.4108,transaction ID,407 Transport Place,Mons,WAL,7032,Belgium
Qg*,7850,4/24/2022,Clarette Studdeard,bmew1i@wikimedia.org,30 Brown Center,Ḩuraytān,,,Syria,PayPal,2/13/2022,7857.32,0.12,942.8784,0.46,3614.3672,5185.8312,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",sent,Adair Shapira,6/21/2022,Benedicta Mew,11/4/2022,4/2/2022,4/26/2022,SYP,7.3684,transaction ID,5 Bayside Crossing,Akademicheskoe,,690880,Russia
d6*,5921,3/31/2022,Kelcey Garbert,pnowakowski1j@arizona.edu,6418 Corscot Street,Haizigou,,,China,PayPal,8/23/2022,5439.77,0.0,0.0,0.27,1468.7379,3971.0321,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",overdue,Ev Cutmere,4/21/2022,Parsifal Nowakowski,6/19/2022,6/16/2022,9/4/2022,CNY,4.7894,reference number,17 Sloan Trail,Annau,,,Turkmenistan
q_*,9332,6/10/2022,Georgeanna Giacomo,bheustice1k@google.cn,633 Dayton Center,Thới Bình,,,Vietnam,debit card,1/21/2022,8910.54,0.03,267.3162,0.05,445.527,8732.3292,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",paid,Mariana Stodit,8/21/2022,Brunhilda Heustice,5/11/2022,3/9/2022,8/22/2022,VND,0.5576,payment ID,321 Fordem Trail,Diveyevo,,607320,Russia
E2*,1885,12/7/2022,Galvan Brabham,ksomerset1l@scribd.com,61850 Buell Terrace,Linköping,E,582 21,Sweden,credit card,12/29/2022,6149.94,0.19,1168.4886,0.02,122.9988,7195.4298,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",paid,Ivor Polsin,10/3/2022,Ketti Somerset,8/6/2022,9/17/2022,11/28/2022,SEK,4.0319,payment ID,50 Kings Hill,Tsimasham,,,Bhutan
wW*,7624,7/17/2022,Blondell Ladloe,jcampes1m@hubpages.com,37562 Hayes Plaza,Batal,,3309,Philippines,debit card,11/14/2022,9904.27,0.03,297.1281,0.27,2674.1529,7527.2452,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,sent,Edgar McCrum,3/14/2022,Jobey Campes,9/20/2022,7/4/2022,9/29/2022,PHP,7.6033,reference number,28482 Troy Crossing,Futian,,,China
K_*,9310,3/3/2022,Kippie Zebedee,khancke1n@oakley.com,16643 Anthes Parkway,Maythalūn,,,Palestinian Territory,PayPal,11/1/2022,8492.1,0.01,84.921,0.44,3736.524,4840.497,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",draft,Marrilee Piborn,1/19/2022,Katleen Hancke,6/12/2022,9/26/2022,11/11/2022,ILS,1.502,transaction ID,979 Corry Parkway,Kelowna,BC,V1Y,Canada
f7*,2172,9/10/2022,Melissa Deinert,sida1o@simplemachines.org,23 Scoville Park,Kamo,,997-1204,Japan,debit card,9/25/2022,5769.61,0.08,461.5688,0.37,2134.7557,4096.4231,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",draft,Frayda McCritichie,7/11/2022,Sonja Ida,12/15/2022,4/24/2022,9/1/2022,JPY,4.0497,payment ID,6 Cody Terrace,Santa Cruz Cabrália,,45807-000,Brazil
QO*,7037,3/12/2022,Lavinia Somersett,rmayho1p@ihg.com,70 Mendota Trail,Riversdale,,6671,South Africa,debit card,8/8/2022,5047.7,0.1,504.77,0.34,1716.218,3836.252,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",draft,Ulises Vuittet,6/28/2022,Raviv Mayho,11/27/2022,11/9/2022,3/8/2022,ZAR,8.2562,reference number,1535 Glacier Hill Crossing,Cikadongdong,,,Indonesia
d_*,9121,8/10/2022,Jarret Braunlein,arymer1q@buzzfeed.com,99706 Fairfield Center,San Luis,,17009,Guatemala,debit card,11/21/2022,638.52,0.06,38.3112,0.34,217.0968,459.7344,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",paid,Theadora Eul,11/2/2022,Aymer Rymer,8/22/2022,12/17/2022,5/7/2022,GTQ,7.2228,reference number,3 Kings Drive,Cigadog,,,Indonesia
E_*,5917,6/17/2022,Kevon Wilcox,gbroadbury1r@dedecms.com,4393 Dapin Park,Sepanjang,,,Indonesia,PayPal,11/29/2022,6604.28,0.07,462.2996,0.33,2179.4124,4887.1672,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",draft,Armando Urch,1/10/2022,Gretchen Broadbury,1/20/2022,4/1/2022,5/22/2022,IDR,9.7852,transaction ID,5 Miller Circle,Priob’ye,,628126,Russia
i_*,6602,12/20/2022,Traci De Roos,vostridge1s@nyu.edu,864 Lakeland Lane,Plaju,,,Indonesia,debit card,2/24/2022,2041.27,0.13,265.3651,0.23,469.4921,1837.143,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",draft,Lanie Paynes,7/5/2022,Vaclav Ostridge,8/26/2022,5/23/2022,2/13/2022,IDR,5.6728,payment ID,858 Sullivan Park,Domaniewice,,99-434,Poland
u_*,8097,9/12/2022,Karie Dine-Hart,rcharge1t@slate.com,423 Nova Lane,Pereira,16,4950-770,Portugal,PayPal,12/13/2022,3952.09,0.07,276.6463,0.2,790.418,3438.3183,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",draft,Godfree Cornell,11/11/2022,Rod Charge,5/1/2022,1/18/2022,8/4/2022,EUR,6.8507,payment ID,502 Darwin Crossing,Don Tan,,49120,Thailand
Kg*,9414,4/8/2022,Nev Farleigh,kdignum1u@abc.net.au,86475 Sachtjen Pass,Stepojevac,,,Serbia,debit card,4/28/2022,2199.54,0.17,373.9218,0.01,21.9954,2551.4664,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",overdue,Kissiah Bigrigg,7/14/2022,Kimmie Dignum,8/14/2022,6/20/2022,2/9/2022,RSD,3.3994,payment ID,5 Forster Circle,Tafí del Valle,,4137,Argentina
Qa*,8796,3/27/2022,Cathee Luebbert,dlawden1v@technorati.com,31051 Del Mar Road,Derventa,,,Bosnia and Herzegovina,PayPal,1/23/2022,9177.92,0.0,0.0,0.03,275.3376,8902.5824,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,paid,Scarlett Pellman,11/2/2022,Deva Lawden,11/13/2022,3/11/2022,6/17/2022,BAM,0.5974,reference number,872 Fairfield Hill,Amherst,NS,B4H,Canada
wu*,9849,10/12/2022,Gal Martinie,orobben1w@adobe.com,992 Golf Alley,Hradec nad Moravici,,747 84,Czech Republic,debit card,8/18/2022,7614.0,0.16,1218.24,0.19,1446.66,7385.58,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",draft,Madelaine Hillock,7/31/2022,Orv Robben,12/17/2022,9/29/2022,8/31/2022,CZK,1.449,reference number,57 Maple Lane,Falāvarjān,,,Iran
t4*,5835,10/10/2022,Olenka Buyers,bungaretti1x@addthis.com,3 Bashford Drive,Oguta,,,Nigeria,credit card,6/1/2022,3850.4,0.18,693.072,0.12,462.048,4081.424,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",sent,Carie Rosina,2/23/2022,Brit Ungaretti,10/8/2022,11/3/2022,7/6/2022,NGN,4.3527,transaction ID,92183 Briar Crest Drive,Butwāl,,,Nepal
k_*,3058,2/7/2022,Ophelie Jaye,gdrioli1y@shareasale.com,963 Eggendart Alley,Clichy,A8,92613 CEDEX,France,PayPal,1/28/2022,6325.43,0.1,632.543,0.04,253.0172,6704.9558,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",overdue,Hanson Bendixen,1/13/2022,Gideon Drioli,7/26/2022,4/1/2022,10/5/2022,EUR,2.2448,payment ID,89438 Crowley Plaza,Gubkinskiy,,427275,Russia
R8*,7373,8/6/2022,Brynne Weepers,lkealey1z@oakley.com,47 Stoughton Lane,Zaria,,,Nigeria,credit card,8/5/2022,5753.16,0.06,345.1896,0.36,2071.1376,4027.212,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,sent,Jocelin Feldbau,5/18/2022,Liana Kealey,8/14/2022,6/25/2022,10/6/2022,NGN,1.7209,payment ID,0 Pepper Wood Alley,Bapska,,32235,Croatia
bD*,8483,10/19/2022,Henry Chinnery,mvanyukov20@thetimes.co.uk,8 Atwood Way,Forquilhinha,,88850-000,Brazil,credit card,9/6/2022,7084.43,0.02,141.6886,0.36,2550.3948,4675.7238,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",overdue,Avram Illidge,2/25/2022,Maddi Vanyukov,6/13/2022,4/15/2022,8/7/2022,BRL,1.6688,transaction ID,707 Heath Hill,San Antonio de los Baños,,,Cuba
A_*,5571,11/20/2022,Annie Linturn,sbartczak21@chron.com,335 Packers Junction,Nanniu,,,China,credit card,10/8/2022,6393.53,0.16,1022.9648,0.05,319.6765,7096.8183,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",draft,Myrlene Cansfield,11/20/2022,Shandee Bartczak,12/6/2022,10/28/2022,10/20/2022,CNY,7.1909,payment ID,2712 Lakeland Terrace,Divisoria,,2733,Philippines
P6*,3019,12/10/2022,Frederica Mackin,ecaberas22@cpanel.net,98 Gale Parkway,Jinhai,,,China,debit card,1/10/2022,3579.94,0.04,143.1976,0.1,357.994,3365.1436,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",sent,Rufus Brandsen,8/13/2022,Emlyn Caberas,7/13/2022,2/18/2022,11/5/2022,CNY,5.5017,payment ID,7 Sundown Drive,Monching,,7006,Philippines
G_*,6814,9/20/2022,Gallagher Goldhawk,dlarcher23@eepurl.com,7 Ryan Circle,Jatibonico,,,Cuba,debit card,5/3/2022,9099.03,0.05,454.9515,0.44,4003.5732,5550.4083,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,draft,Marita Chastaing,12/23/2022,Donetta Larcher,3/28/2022,7/5/2022,11/14/2022,CUP,1.02,transaction ID,32 Kedzie Avenue,Xiqi,,,China
KF*,5568,3/20/2022,Alisa Mollatt,plonergan24@vinaora.com,99832 High Crossing Center,Sarimukti Kaler,,,Indonesia,PayPal,6/2/2022,39.45,0.1,3.945,0.02,0.789,42.606,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",sent,Bogart Tootell,8/25/2022,Peder Lonergan,5/24/2022,10/19/2022,5/21/2022,IDR,4.3964,payment ID,815 Superior Park,Wiphawadi,,84180,Thailand
Bx*,5939,12/19/2022,Haleigh Penn,screus25@g.co,1037 Saint Paul Center,Fujiayan,,,China,credit card,5/7/2022,9422.98,0.1,942.298,0.18,1696.1364,8669.1416,Phasellus in felis. Donec semper sapien a libero. Nam dui.,sent,Abbe Jambrozek,8/23/2022,Silvia Creus,2/2/2022,8/30/2022,2/18/2022,CNY,5.5198,transaction ID,5 Mcbride Junction,Candi Prambanan,,,Indonesia
i_*,2856,11/23/2022,Levy Stickel,kmcchesney26@reverbnation.com,87 Manley Way,Wendengying,,,China,credit card,4/8/2022,9387.12,0.08,750.9696,0.01,93.8712,10044.2184,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",overdue,Charlena Dobrowolski,5/14/2022,Kiri McChesney,3/1/2022,10/25/2022,10/26/2022,CNY,4.3276,payment ID,5971 Bunker Hill Junction,Sangkulirang,,,Indonesia
iJ*,2227,8/4/2022,Terra Kelloway,wmillis27@sbwire.com,531 International Hill,Klampok,,,Indonesia,debit card,9/15/2022,8968.73,0.12,1076.2476,0.43,3856.5539,6188.4237,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",overdue,Paton Nel,3/6/2022,Wallace Millis,9/9/2022,9/8/2022,4/25/2022,IDR,1.4923,reference number,98132 Riverside Street,Amarillo,TX,79165,United States
Bz*,9610,10/2/2022,Darbie Capozzi,gmessage28@nyu.edu,3 La Follette Plaza,Shantoudian,,,China,credit card,9/18/2022,5799.81,0.08,463.9848,0.43,2493.9183,3769.8765,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",overdue,Theodora Joannic,7/9/2022,Grete Message,1/13/2022,10/11/2022,2/8/2022,CNY,2.6743,reference number,3628 Eagle Crest Center,Lubenec,,439 83,Czech Republic
